,Địa điểm,Tên người dùng,Liên kết,Đánh giá chung,Ngày đánh giá,Tiêu đề,Nội dung
10,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Hằng Nguyễn,https://www.foody.vn/thanh-vien/Hangnguyen24788,9.8,23/11/2019 ,Mì ý sốt bò bằm khá ngon,"Nhắc đến các món fastfood liên quan đến mì Ý, Ú sẽ nhớ đến Jollibee liền.
Mì Ý con ong này theo Ú ăn rất ok, mà giá cũng rẻ nên Ú và tụi con nít ở nhà hay order về ăn lắm.
Tụi Ú hay ăn phần mì Ý bigsize kèm mấy gà không xương. Ngoài ra ở đây cũng có hamburger, hay các món gà chiên có sốt...ăn cũng ok lắm.
Sốt chấm ở đây giống tương xí muội chua ngọt, chấm ăn kèm rất ngon.
Mì Ý luôn được phủ rất nhiều sốt bò bằm, xúc xích, rất vừa ăn. Sợi mì mềm ngon, không bị vón cục.
Không gian ở Trần_Hưng_Đạo có từ lâu, nên dù không có gì mới, vẫn luôn ủng hộ mì Ý ở đây, vì chất lượng khá ổn ♥"
11,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Thenh Thenh,https://www.foody.vn/thanh-vien/tthenh,6.2,17/11/2019 ,"Mì Ý nay đã thấy có phô mai. Size nhỏ quá nhỏ, nên mua size lớn","Mình đặt giao hàng, phần mì ý + gà và khoai tây nhưng không cho tương ớt hay tương cà thì ăn kiểu gì nhỉ, chán gheeee"
12,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Thao Nhien Nguyen,https://www.foody.vn/thanh-vien/nthaonhien,7.2,08/11/2019 ,"Kem Sundae Chocolate dính răng nhiều, Kem Sundae Dâu ngon","- Giá cả: như hóa đơn
- Khẩu vị: Mì Ý nay đã thấy có phô mai. Size nhỏ quá nhỏ, nên mua size lớn"
13,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Thao Nhien Nguyen,https://www.foody.vn/thanh-vien/nthaonhien,7.2,08/11/2019 ,Jollibee - Trần Hưng Đạo,"- Giá cả: như hóa đơn
- Khẩu vị: Kem Sundae Chocolate dính răng nhiều, Kem Sundae Dâu ngon"
14,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Hương,https://www.foody.vn/thanh-vien/foodee_6ss121x6,4.2,06/10/2019 ,Jollibee - Trần Hưng Đạo,Đặt phần Mỳ Ý khổng lồ+1 miếng gà rán+ nước ngọt trên goviet nhưng khi nhận mỳ thì ít mà quan trọng là KHÔNG CÓ MIẾNG GÀ😡😡😡 Sao lại có thể như thế. Tiền trả đủ nhưng thức ăn không đủ!
15,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Ngọc Hân Tô,https://www.foody.vn/thanh-vien/Hanhan98,8.0,21/08/2019 ,Jollibee - Trần Hưng Đạo,"Mình đặt goviet, phần mỳ ý khổng lồ nhưng mình thấy mà ít hơn so với phần ăn ở tiệm."
16,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Ngọc Phương Vy Đào,https://www.foody.vn/thanh-vien/mi.y_xinh,7.4,29/07/2019 ,Mỳ ý Jollibee là ngon nhứt,Mình đặ trên grab. Mà bill 2 nước chỉ nhận 1 nước thôi. -.-
17,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Thùy Trang Nguyễn,https://www.foody.vn/thanh-vien/nguyenthuytrang_218,9.0,14/07/2019 ,Jollibee - Trần Hưng Đạo,"[JollieBee Quận 5]
Địa chỉ: 354-356 Trần Hưng Đạo Quận 5
Mỳ ý ở JollieBee quá ngon quá nổi tiếng chắc ai cũng biết tới rồi nè
Phần như hình là 1 combo mỳ ý + nước ngọt + phần khoai tây (tại khoai ra sau nên không được góp mặt trong hình) Giá của combo này là 55.OOOd
Và tiếp đó mình gọi riêng thêm 1 phần mỳ ý nhỏ 35.OOOd
Đặc trưng món ở đây chủ yếu dành cho các bé nhỏ nên không có vị cay - mình là một người mê ăn cay nên cảm thấy hơi tiếc nuối 1 chút. Tương cũng chỉ có 2 lọai là tương cà và tương xí muội thôi à không có tương ớt luôn 😭
Ngoài điểm trừ đó ra thì mọi thứ khá trọn vẹn - nhân viên ở đây khá ít nhưng vẫn đảm bảo thời gian và chất lượng phục vụ. Khá hài lòng về điểm này.
Lâu lâu ghiền ăn mỳ ý lại kiếm JollieBee
Đánh giá: ⭐️⭐️⭐️⭐️ (4/5sao)"
18,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Thao Nhien Nguyen,https://www.foody.vn/thanh-vien/nthaonhien,7.4,10/07/2019 ,Gà ngon,"- Giá cả: Nhân tháng sanh thần, nhiêu đây được giảm 24k (15%) còn 136k
- Khẩu vị: Trà đào ở đây được cô ấy khen ngon. Mực ở đây cũng ngon hơn Lotteria nữa. Burger thì hơi đắt tiền, có vẻ cũng không hợp với mấy quán gà rán mà phục vụ burger vì vào đây thường ăn gà rán thôi.
- Không gian: khá ổn, tuy nhiên thì ở tầng trệt hơi chật một tí thì phải, bàn hơi nhỏ.
- Cung cách phục vụ: ấn tượng ban đầu khá ok."
19,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,nanatran Trần,https://www.foody.vn/thanh-vien/nana8990,7.0,15/06/2019 ,Jollibee - Trần Hưng Đạo,Đã đặt hai lần qua foody phần gà cơm sốt cay 50k quá ngon và vẫn còn nóng...có điều giao hơi lâu tí...sẽ order tiếp🤗
20,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Frei Dunk,https://www.foody.vn/thanh-vien/cobe_dangyeu582000,6.8,01/05/2019 ,Jollibee - Trần Hưng Đạo,"Combo của #JOLLIBEEE ăn đáng đấy, ấn tượng tốt, dù không có sẵn dao, gà rán không sốt ăn cũng nhạt, toilet thì nghẽn, nhưng gỏi ngon, canh chất lượng, trên lầu vừa sáng vừa mát 👍👍"
21,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,❤ Traveatvn ❤,https://www.foody.vn/thanh-vien/julybabycat,6.6,27/04/2019 ,Jollibee - Trần Hưng Đạo,"➕➖mình không hảo Jollibee lắm cơ mà được mua cho nên hông dám càm ràm. Phần sandwich thịt heo 30k ăn không đủ thấm. Món ăn cũng không đa dạng như các hiệu cùng loại.
❓không ghé trừ khi được mua cho :p
⭐⭐xem thêm review ăn uống tại Facebook và Instagram: @traveatvn nhé"
22,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Huy Nguyen,https://www.foody.vn/thanh-vien/nhquochuy8175,4.2,08/04/2019 ,Jollibee - Trần Hưng Đạo,"Chiều nay ghé ăn có 1 cặp vợ chồng ngồi hút thuốc trước mặt quầy tính tiền mà chẳng thấy nhân viên nào nhắc nhở, nơi đây tập trung rất nhiều trẻ em lại là trong phòng máy lạnh lẽ ra phải có bảng cấm hút thuốc cho những người thiếu ý thức và phải có quản lý đi nhắc nhở khách nào hút thuốc, đằng này cứ lo bán ai hút thuốc mặc kệ."
23,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Gia Hân,https://www.foody.vn/thanh-vien/ghann2506,4.0,18/03/2019 ,Jollibee - Trần Hưng Đạo,"Quán tự giao nên lâu, quá 20 phút so với thời gian quán đã hẹn mà shipper cũng không giải thích gì thêm lí do giao chậm trễ cho khách cũng không gọi điện gì hết"
24,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Lam Huong,https://www.foody.vn/thanh-vien/foodee_a617jbqw,4.2,03/03/2019 ,Good!!!,Đặt hàng từ lúc 7h45 đến 9h30 vẫn chưa có hàng. Tui ráng đợi và kết quả là không nhận được hàng luôn trong khi đó đơn hàng đã hoàn thành. Thực sự thất vọng. Đông khách không giao được thì cũng phải goin điện để ngta biết chứ
25,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Tâm Nguyễn,https://www.foody.vn/thanh-vien/jupi.nguyen,9.4,22/02/2019 ,Jollibee - Trần Hưng Đạo,"Ghiền nhất gà chua cay của JLB , ngon và cay xuất sắc, gọi combo giảm giá 139k gồm 1mỳ ý, 3 miếng hà, 2kem , 1khoai, 2 nước ngọt.
Mình đổi 2 miếng gà chua cay thêm 4k
Gọi thêm 1 cơm cá 25k quá rẻ , 1 sà lách 20k rất tươi ngon
Tổng thiệt hại 189k cả nhà 3 người ăn no luôn
Thấy JLB giá hợp lý rẻ hơn những chổ khác, đồ ăn lại ngon, gd mình rất thích chổ này, nhân viên thân thiện nữa .
Mà hơi xa nhà , mong JLB mở 1 chi nhánh Q11 nè"
26,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,thanh tú,https://www.foody.vn/thanh-vien/Thanhtu2711,8.8,23/01/2019 ,Jollibee - Trần Hưng Đạo,"Chưa bao giờ mê chỗ nào như chỗ này, nhất là gà ăn không ngán da thì giòn rùm rụp. Mì ý thì ôi thôi ngon hết sảy con bà bảy luôn. Ship hàng nhanh hơn dự kiến 30' luôn cơ ❤️. Giá thì không cần bàn luôn. Mê ghê á trời ❤️"
27,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Linh,https://www.foody.vn/thanh-vien/lalinwhxzz,4.2,12/01/2019 ,TRẢI NGHIỆM MUA HÀNG!!,"Tối qua mình đến đây khoảng 9h30. Mình vừa vào định hỏi combo chưa nói hết câu. Nhân viên đã nhảy vào ""Em nghỉ bán rồi, hết gà, hết khoai tây"" vừa trả lời hằn hộc, vừa trợn mắt lên nhìn mình. Cho hỏi đây là thái độ gì, lần đầu tiên mình mới gặp. Bạn k những k đc lịch sự mà còn rất vô duyên nữa. Đây là lần đầu tiên và lần cuối cùng mình bước vào cửa hàng này bởi vì cách phục vụ k thể nào chấp nhận đc như vậy."
28,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Nhi Lê,https://www.foody.vn/thanh-vien/nhile817,5.0,09/12/2018 ,Jollibee - Trần Hưng Đạo,Jollibee nên chỉnh sửa lại đơn hàng tối thiếu để tránh mất thời gian của khách hàng. Trên app để đặt tối thiểu nhưng khi nhân viên gọi xác định đơn hàng hoá đơn phải từ 100-150k tuỳ chi nhánh mới được hỗ trợ ship. Trong khi những lần mình vẫn mua được bình thường! Bên Jollibee rút kinh nghiệm và chỉnh sửa lại nhé
29,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Chupa Chup Sweetie,https://www.foody.vn/thanh-vien/song_suah,6.4,23/11/2018 ,Jollibee - Trần Hưng Đạo,"Chọn Jollibee là chọn mì Ý, nhưng hnay mình đổi vị nên ăn cơm gà SG. Phần này là combo có ly nước ngọt nữa nha. Ăn xong là no lắm luôn á.
Mỗi khi ko biết ăn gì thì mình lại chọn Jollibee 😚"
30,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,t,https://www.foody.vn/thanh-vien/puyen,7.2,04/09/2018 ,Giao thiếu hàng,"▪️Không gian: diện tích và cách bài trí giống như Lotteria và KFC vậy ấy
▪️Đồ ăn
•Mì ý: Mình gọi size nhỏ nhưng phần mì và sốt khá nhiều, ngược lại xúc xích quá ít chỉ có 2 miếng, phô mai béo ngậy nhưng cũng không nhiều, tuy nhiên với giá 30k mình thấy món này chấp nhận được"
31,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Kool Bak,https://www.foody.vn/thanh-vien/khoilasatthu,2.6,24/08/2018 ,Jollibee - Trần Hưng Đạo,Mình mua 2 phần mì ý và 2 phần gà thì thiếu hết 1 phần gà 2 miếng. Lúc lấy hàng thì cột rất chặt để trong bọc có 2 hộp mì và 1 hộp gà rất to nên nghĩ họ bán đầy đủ bỏ 4 miếng gà vào hộp như một số nơi khác. THẬT THẤT VỌNG
32,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Linh SoBad,https://www.foody.vn/thanh-vien/linhxu.1609,8.0,05/08/2018 ,chất lượng ổn,"Ban đầu gọi mỳ ý bò bằm nhỏ mà nvien tính 40k nên mình nghĩ là nghe nhầm, thôi loại bằm lớn cũng được. Mà đem về thì thấy như phần nhỏ thôi.
Nêm hơi đậm xíu vì nhiều sốt, nên mình ăn với cà chua thì vị ngon hơn, mùi phô mai nhẹ.
Chất lượng vầy cũng ok rồi"
33,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,lam anh tran,https://www.foody.vn/thanh-vien/tuy3t4n,6.6,01/06/2018 ,Nhìn thấy ít nhưng ăn cũng no,"tuy là quán gà chiên nhưng chỗ này mình ưng nhất là món mỳ ý=) lượng mỳ vừa ăn, nước sốt ngọt ngọt, nhìu thịt bằm, giá quá ổn ;; gà chiên cá nhân thấy lớp bột hơi dày, nhưng tổng thể vẫn ổn, gà giòn cay khá mặn;; trà sữa duyệt ^^"
34,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,daii,https://www.foody.vn/thanh-vien/daii,8.0,29/05/2018 ,Jollibee - Trần Hưng Đạo,"Hôm mình tới quán tổ chức lận 3 cái tiệc sinh nhật đông kinh dị. Đã đông rồi thì thôi chỗ thiếu mà quán cũng có vẻ hơi cũ và 'bẩn' tí đấy ạ. Dù mình là người rất yêu jollibee vì món canh ở đây hơn hẳn những món canh từ những quán ăn nhanh khác mà mình từng bước vào. Nhưng mà quán này làm mình mất cảm tình dữ lắm vì cũ kỹ. Lúc mình vào còn có chỗ kia có mùi gì hôi kinh dị (có lẽ là mùi hôi của khách vì bên cạnh có đàn ông, hôi nách chăng) nhưng chịu không nổi luôn. Mong chỗ này sẽ sửa lại cho đẹp tí thu hút khách hơn."
35,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,gia ân,https://www.foody.vn/thanh-vien/luonggiaan2508,9.0,20/05/2018 ,Jollibee - Trần Hưng Đạo,"Ngon , rẻ 😘"
36,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,foodee_cditqncy,https://www.foody.vn/thanh-vien/foodee_cditqncy,4.2,07/05/2018 ,Jollibee - Trần Hưng Đạo,". Đồ ăn bên shop rất ngon nhưng đa số mỗi lần em ăn combo đem về đều kh có đưa nước cho em , em đặt hàng giao cũng thiếu nước gọi lại người giao thì kh ai trả lời ."
37,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,Như Võ,https://www.foody.vn/thanh-vien/0902689805,7.4,27/04/2018 ,Jollibee Trần Hưng Đạo,"Mỗi lần trưa không biết ăn gì thì mình lại ghé jollibee ăn mì. Mì ý ở đây ngon cực í, tuỳ hôm nhân viên múc mà được sốt nhiều hay ít. Khoai tây lúc nào cũng mềm ăn chán, gà rán ngon mà không đa dạng như lotte. Cơm cá ăn khá ngon giá lại rẻ. Thiệt tình là trong các chuỗi thức ăn nhanh thì jollibee mình thấy được nhất. Không gian thì chán hơn các quán thức ăn nhanh khác."
38,Gà rán và Mì Ý - Jollibee - Trần Hưng Đạo - HCM,shiroisuisen,https://www.foody.vn/thanh-vien/shiroisuisen,6.8,21/04/2018 ,Giao hàng lâu sợ luôn,"Ghé tiệm vào 1 buổi trưa nóng bức, và có những nhận xét thế này:
- Về nhân viên: cười tươi có vẻ thân thiện nhưng cách nói chuyện không rõ ràng. Mình hỏi về các phần ăn trưa có những phần nào thì chỉ nói qua loa, phải hỏi đi hỏi lại mấy lần mới biết được vài món, mặc dù lúc đó quán không đông và không có khách nào khác chờ tính tiền. Cách nói chuyện rất mập mờ, báo giá không rõ ràng. Cần xem lại nhân viên, tươi cười thân thiện là 1 chuyện nhưng ăn nói rõ ràng rành mạch cũng rất quan trọng.
- Về món ăn: cơm gà sốt cay ngon, gà giòn thơm, salad và canh ăn ngon. Mì Ý xào ngon, chỉ có 2 miếng xúc xích nhưng sợi mỳ và nước sốt ăn rất vừa miệng.
- Về không gian: tiệm có 2 tầng, không gian vừa phải nhưng thoáng mát, phục vụ nhiệt tình.
Nói chung thích gà Jolliebee nhưng nhân viên thì nên xem lại."
