,Địa điểm,Tên người dùng,Liên kết,Đánh giá chung,Ngày đánh giá,Tiêu đề,Nội dung
13,Lotteria - Trần Hưng Đạo,Ai thu Thu,https://www.foody.vn/thanh-vien/Ngo_Ai_Thu,9.0,28/08/2020 ,Combo mới,Gà lắc giá 43k thì phải mình k nhớ rõ lắm. Theo mình thì giá này thì gà khá ít mọi người nên gọi gà miếng giá 30 mấy thì ăn đã hơn nè. Có sẵn vinch sốt phô mai nhưng hơi ít khi rắc lên ăn thì k có vị phô mai nhiều lắm í hic. Nhân viên linch sự làm đồ ăn cũng k lâu lắm đâu dù rất đông khách nè. Không gian rộng rãi thoả mái luôn to lắn nhiêud lầu lun. Nằm ở ngã tư nên dễ thây dễ tìm nằm ở trung tâm q1 nữa.
14,Lotteria - Trần Hưng Đạo,Quỳnh Như,https://www.foody.vn/thanh-vien/quynhnhu2910,8.4,22/08/2020 ,Ngon,"🏡 Quán có 3 tầng để xe trước cửa bảo vệ giữ có thẻ xe nhen. Trời nóng em mình thèm kem nên tấp vào luon. Không gian rộng rãi, nhạc mở vừa đủ tính ra gọi là yên tĩnh á.

🍨🍦Đây là 2 hũ Tornado
• Chocolate: Hơi thất vọng một chút vì không có choco mà chỉ có oreo. Kem hơi ngọt với mình nhưng em mình ăn thấy ngon á.
• Blueberry: sốt việt quất nhiều có vị chua, thơm thơm. Ăn cái này ngon đỡ ngán hơn Choco nè.

💰Đồng giá 25k cho mỗi phần kem này. Thèm kem mịn ăn cho dzui hoi chứ chưa xuất sắc lắm."
15,Lotteria - Trần Hưng Đạo,Minnie Pham,https://www.foody.vn/thanh-vien/minnieprt,7.6,19/07/2020 ,Lotteria -***,"Lâu rồi mình ko đi chi nhánh này nên cũng ghé thử xem sao. Chi nhánh này nhìn vậy chứ ko rộng lắm. Được cái có chỗ giữ xe nè, nhân viên thân thiện. Không gian dưới tầng trệt thì rộng ở trên thì ko nè. Nhân viên có tư vấn cho mình mấy món mới nhưng do đang thèm trà, mình order luôn. Mình order trà đào loại ko có sữa, trà đào ở đây pha ok nè, ko quá ngọt, miếng đào giòn mà hơi mỏng. Chỗ này có nhiều ổ cắm điện thích hợp cho mình ngồi cắm lap làm bài nè."
16,Lotteria - Trần Hưng Đạo,Minnie Pham,https://www.foody.vn/thanh-vien/minnieprt,7.0,21/06/2020 ,"Không đúng yêu cầu, nhân viên làm chán","Mình đang thèm gà nên search quán nào gần chỗ gần mình thì tìm ra quán này. Quán gửi xe trước cửa miễn phí có nhân viên bảo vệ trông coi. Nhân viên bên trong nhiệt tình thân thiện, order ở dưới rồi mình mang lên lầu nè. Ở đây có 2 lầu cũng rộng rãi lắm, view ở đây nhìn ra ngoài đường cũng thích lắm, vừa ăn vừa ngắm cảnh. Mình gọi: gà rán ( 1 cánh 1 ức ăn cũng ngon lắm, nhưng ăn hơi mặn tí thôi, chấm với tương ăn cũng ok), khoai tây lắc ăn ngon nè, lắc với phô mai beo béo nhưng phô mai hơi ít."
17,Lotteria - Trần Hưng Đạo,Linda Huynh,https://www.foody.vn/thanh-vien/allbeelai,8.2,16/05/2020 ,Lotteria -***,"Mình mới mua mang về combo mới: 1 gà HS, 1 gà sốt đậu, 1 gà phô mai, 1 gà rán, 2 pesi M được tặng 1 pokemon ngẫu nhiên.
Tổng là 159k.
Miếng nào cũng chất lượng á 👍👍."
18,Lotteria - Trần Hưng Đạo,Tram Le,https://www.foody.vn/thanh-vien/tramlemy,6.0,12/05/2020 ,Lotteria,Thích
19,Lotteria - Trần Hưng Đạo,Milk Milk,https://www.foody.vn/thanh-vien/foodee_ca22j7an,7.4,29/03/2020 ,Gà rán Lotteria,"Nơi đây ngay khu trung tâm nên rất dễ tìm và đặc biệt rất nhiều người nước ngoài đến mua và các tài xế grab baemin now cũng mua rất nhiều
Nhân viên vô cùng thân thiện và nhiệt tình nhanh nhẹn
Quán hơi chật nhưng được cái mặt tiền sáng sủa ngay khu trung tâm đắc đia có trên lầu cho khách ngồi lại dùng và ngắm đương phố
Gà ở đây ăn cũng khá ngon nóng giòn va có thêm nước sốt đậm đà va burger cũng ngon ko kém béo béo đậm đà chất lượng 😊
Nước ngọt cũng tạm uống cho đỡ khát 😁"
20,Lotteria - Trần Hưng Đạo,Thanh Kiim,https://www.foody.vn/thanh-vien/Thaah,10,14/03/2020 ,Lotteria -***,"Lotteria Gà Rán : Chi Nhánh***Q. 1

Trong hình là : 2 miếng gà sốt đậu, 1 miếng gà sốt H&S và 1 miếng gà sốt phô mai, khoai tây chiên 🍟

- gà sốt đậu : khá ngon, sốt nhiều, rất thấm vào miếng gà, da giòn tan, nóng hổi 👍🏻
- gà sốt H&S : vị này cũng ngon nốt, sốt lạ rất ngon và hợp với miếng gà, ăn có cảm giác rất thích sự kết hơn của vị này 👍🏻 👍🏻
- Gà sốt phô mai : sốt cũng nhiều luôn, nhưng vị hơi béo 🤔 riêng mình thì không thích vị này, những người thích ăn phô mai chắc sẽ thích.
- Khoai giòn, có lúc ăn được chiên sẵn lại không giòn ( mình k thích điều này 🙂 )

Nhân viên ở đây luôn chuyên nghiệp vì ở đây đông nên sàn và bàn hơi dơ, nhà vệ sinh sạch sẽ, không gian rộng rãi, sáng, sang 👍🏻 wifi quá yếu 😕 vì là wifi freee nên yếu lắm haiss."
21,Lotteria - Trần Hưng Đạo,Ngọc Tran,https://www.foody.vn/thanh-vien/foodee_lez92xe2,3.8,27/02/2020 ,Order được 1 ly coca có gián nhưng ko nhận đc 1 lời xin lỗi từ cửa hàng??,"Nhân viên quán ẩu tả, đặt đùi, giao cánh. Đã vậy còn để gà rán chung với gà phô mai. Làm đồ ăn lâu kinh hồn, hôm nay nhân viên thất tình tập thể à? tâm trạng tụt dữ dội =) Giận bay màu"
22,Lotteria - Trần Hưng Đạo,Tien Tien,https://www.foody.vn/thanh-vien/tientien511,7.2,31/12/2019 ,Vô quán ăn mà không có wifi là thua rồi,"📍Vị trí: nằm ngay góc đường Trầnn Hưng Đạo với Nguyễnn Thái Học Ngay góc ngã tư luôn nên rất là đông đúc xe cộ.
🏡 Không gian: cũng khá là rộng rãi, thoải mái, có 2 lầu. Nhưng quán bị ám mùi dầu chiên á. Đi gần tới là nghe mùi rồi. View thì cũng đẹp nhưng chắc do quán mở lâu rồi nên cũng cũ, cửa kính bên ngoài không được chăm sóc nên rất bụi.
💃🏻 Nhân viên: lúc mình tới đông lắm, nhân viên cũng bình thường tuy không được niềm nở nhưng order nhanh nhẹn, ra món cũng rất nhnah.
🍽 Món ăn: mình mua take away gà H&S và burger. Gà chiên lâu rồi hay sao í, thịt bên trong nó bị bở, không được ngon cho lắm. Tuy nhiên da gà thấm sốt."
23,Lotteria - Trần Hưng Đạo,ngoc nguyen,https://www.foody.vn/thanh-vien/ngocnguyenthihong0910,7.4,28/12/2019 ,20h15 ngày 18/08/2018. Bẩn và rất hôi,"Quán nằm ngay ngã tư của Trần - Hưng - Đạo và Nguyễn - Thái - Học. Có không gian rộng rãi. Tầng trệt chỉ dành cho mua mang về và giao hàng còn ăn uống thì lên tầng 1 nha. Có 1 cô luôn lau dọn ngay khi khách rời khỏi nên lúc nào cũng thấy bàn ghế sạch sẽ. Cô dễ thương lắm mình bói để mình dọn mà cô cứ giành.
Wifi quán hay bị out lắm.
Mình gọi 1 miếng gà có xương, 1 hamburger gà, 1 nói tây lắc và 1 nước ngọt. Nhìn vậy chứ ăn no luôn."
24,Lotteria - Trần Hưng Đạo,Tram Le,https://www.foody.vn/thanh-vien/tramlemy,7.2,18/12/2019 ,Lotteria - Trần Hưng Đạo,"Lâu lắm rồi k ghé lotteria, con bạn cứ muốn ăn gà rán nên ghé lại, ngay bữa có tiệc sinh nhật, rất đông và ồn. Mặc dù sắp xếp lên tầng 2 nhưng k có ai hướng dẫn nên có mấy bé chạy lung tung ở tầng 1, ăn k thoải mái được. Gà thì order mất 30' mới có, lúc sau order thêm combo nữa thì lại có sẵn, nhưng lần này lại nguội, chắc gà ra lâu rồi. Đĩa nhỏ đựng tương nên cho lớn chút, cứ ăn chút lại đứng lên lấy, hơi phiền. Tính ra giá cũng mắc, combo 3-4 người chưa giảm gần 400k mà ăn 3ng k đủ mặc dù toàn con gái ăn ít, ly nước cũng nhỏ, so với texas chicken hay popeyes có free refill thì lần sau muốn ăn gà rán chắc sẽ cân nhắc lại."
25,Lotteria - Trần Hưng Đạo,Hằng Nguyễn,https://www.foody.vn/thanh-vien/Hangnguyen24788,10,23/11/2019 ,Lotteria - Trần Hưng Đạo,"Gà rán Lotteria ở chi nhánh Trần_Hưng_Đạo có lâu rồi nên không gian cũng bình thường, hơi cũ.
Hay đi ngang đây rồi ghé mua đem về các món hay ăn như gà sốt HS, khoai tây chiên, hamburger tôm.
Lúc trước ăn các món gà có kèm khoai lang sốt nữa, giờ thèm món đó ghê mà hết bán rồi. Hay ăn lấy khoai tây chấm sốt trên mặt của gà sốt đậu hay HS cho giống món lúc trước đã ăn hihi.
Nói chung, ăn gà rán ở Lotteria có giá ổn. Mà gà lúc nào cũng đậm đà. Sốt ngon. Ăn không bị khô hay ngán nhé."
26,Lotteria - Trần Hưng Đạo,Trần Hạnh,https://www.foody.vn/thanh-vien/hong_hanh4321,7.8,17/11/2019 ,Lotteria - Trần Hưng Đạo,"Chi nhánh lotteria nằm trên đường Trần- hưng- đạo-, ngay ngã tư cắt với Nguyễn- thái- học-. Tiệm này khá lâu đời, nằm nổi bật ở 1 ngã tư vốn đông đúc xe cộ, à vì lâu đời nên 1 là nhìn view có vẻ cũ cũ, 2 là mùi dầu chiên bị ám và giờ cao điểm có khi mùi dầu lẩn quẩn ở không gian bên ngoài quán luôn. Tiệm có 1 trệt và 2 tầng lầu, không gian cũng tương đối rộng rãi, nhưng cảm giác hơi cũ xíu, giờ tan tầm đông đúc vì có nhiều trường học gần đây. mình đi với nhóc em gọi khoai tây chiên, burger tôm, cơm bò, nước ngọt. cơm bò là món khoái khẩu của mình khi tới lotteria, ăn hợp khẩu vị dù thấy nhiều người chê huhu. burger tôm và khoai tây chiên là của nhóc em, chắc cũng ok, mấy món này không đặc biệt nhưng chắc ko dở nổi )). Nhân viên hơi tất bật nên lơ là với khách chút."
27,Lotteria - Trần Hưng Đạo,Lê Lâm,https://www.foody.vn/thanh-vien/lvhlam4820,3.4,01/10/2019 ,THÁI ĐỘ XEM THƯỜNG KHÁCH HÀNG CỦA NHÂN VIÊN,Thật thất vọng về cửa hàng
28,Lotteria - Trần Hưng Đạo,Tiểu Tử,https://www.foody.vn/thanh-vien/kenzj1269,1.0,23/12/2018 ,Nhân viên vô lễ,"Đang sử dụng 3g vì wifi ở đây đúng mạng miền núi. 1 phút hoặc 30s văng ra lại.mạng thì chậm như con cua.thui lần sau tui qua TEXAS vì có nước ngọt miễn phí,tương ớt ngon tuyệt vời.tuy rằng lotte có nhiều hương vị và chương trình nhưng tương ớt không ngon VÀ WIFI MẠNG MIỀN NÚI,thua cả cafe cóc.BYE BYE LOTTERIA"
29,Lotteria - Trần Hưng Đạo,thanhlong1998f,https://www.foody.vn/thanh-vien/thanhlong1998f,2.6,18/08/2018 ,Lotteria - Trần Hưng Đạo,"Tầng 3 quá bẩn và mùi rất hôi, hôi hơn cả toilet công cộng. Mình có phản ánh cho nhân viên mà còn tỏ thái độ thờ ơ."
30,Lotteria - Trần Hưng Đạo,Khanh Diep,https://www.foody.vn/thanh-vien/kwonzun612,1.0,05/08/2018 ,Quá quá tệ,"Gọi giao 2 combo enjoy 1 và 2, tổng cộng là 1 miếng gà, 3 ly nước, 1 khoai lắc 3 burger. Lần đầu tiên mới biết hóa ra burger bulgogi không có thịt, chỉ có sốt và cà chua và bánh mì. Những sai sót như này thì phải làm sao khi ăn đến mới biết? không lẽ lúc nhận hàng mở gói từng cái burger ra kiểm xem có nhân không? giao nhận xong cả tiếng sau gọi complain thì ai giải quyết cho mình? Đây cũng là 1 trong những lý do mình rất ngại dịch vụ giao hàng tận nhà nếu nhà hàng làm ăn cẩu thả. Hôm trước mua mang về còn thiếu 1 miếng gà phải chạy xe quay lại hỏi, lúc đó cũng đã lúng túng lắm rồi vì mang đi mà không check, xong đi rồi quay lại báo thiếu này thiếu kia."
31,Lotteria - Trần Hưng Đạo,Thuý Ngọc,https://www.foody.vn/thanh-vien/Beta69,9.0,15/07/2018 ,Lotteria - Trần Hưng Đạo,"Gà rất ngon dù phần gà khá ít, khoai tây chiên bị ỉu không còn giòn. Tương có mùi chua dù không phải là tương cà, chua kiểu thiu á. Nhân viên phục vụ nhanh. Không gian rộng rãi. Vị trí nổi bật, rất dễ tìm. Giá cả tạm ổn"
32,Lotteria - Trần Hưng Đạo,Hồng Loan,https://www.foody.vn/thanh-vien/hongloan0210,7.4,10/07/2018 ,1 vài góp ý của cá nhân mình,"- Phải nói lâu lắm rồi mới đi ăn Loteria vì một phần thấy chất lượng đi xuống quá.
- Hôm đó tình cờ vào trú mưa và ăn món gà H&amp;S cùa quán. Đánh giá lần này gà giòn, ngon, lớp bột cắn vào rất xốp, thịt tươi. Nước sốt ở trên đậm đà vừa ăn.
- Đặc biệt là thử món mới của quán là tokbokki, bánh ngọt dẻo dẻo cắn sướng cả miệng, nước sốt vừa đủ không quá mặn. Gà chiên kèm theo cũng rất ngon, không bị khô
- Nhân viên cũng vui vẻ dễ thương.
- Gía cả vửa túi tiền học sinh-sinh viên"
33,Lotteria - Trần Hưng Đạo,Daisy,https://www.foody.vn/thanh-vien/atbee99,3.4,07/07/2018 ,Lotteria - Trần Hưng Đạo,"Mình đến đây ăn lần đầu và cũng có lẽ là lần cuối cùng. Khi vừa mới bước vào thì bày ra trước mắt mình là một mớ bịt xốp đen to đùng lộn xộn dưới đất không ai dọn dẹp, khách không có chỗ đứng order, đứng loay hoay 1 hồi rất lâu mới có 1 nhân viên nam dùng chân gạt mấy bịt xốp ra mặt tỏ thái độ không mấy thiện cảm. Thái độ của nhân viên thu ngân còn tệ hơn nữa. Không hề chào khách, mặt không có lấy 1 nụ cười. Mình order 2 phần, vừa mới order xong 1 phần chưa kịp suy nghĩ xem gọi tiếp cái gì thì chỉ hỏi cọc lóc “Còn gọi gì nữa không?”?????? Sau khi order xong mình đưa tiền thanh toán thì lấy tiền bằng 1 tay theo hơi hướng giật tiền của khách, đưa tiền thối cũng đưa bằng 1 tay nốt. Sau đó bạn mình có hỏi “Mình lên lầu được không ạ?” thì vẫn là cái thái độ khó chịu đó và giọng điệu cọc lóc đó “Đợi đồ ăn ra rồi tự bưng lên nha, ở đây là tự phục vụ không có ai bưng lên đâu”????? Mình không hiểu mình là khách hàng hay đang đi ăn xin mà lại bị đối xử bằng thái độ vô lễ và cực kì thiếu chuyên nghiệp ở 1 chuỗi cửa hàng thức ăn nhanh có tiếng như vậy! Mình đến ăn và mình thanh toàn tiền mặt hẳn hoi, mình không xin xỏ từ các bạn bất kì 1 cái gì. Mình mong những gì người khác bỏ ra cho các bạn sẽ được nhận lại thái độ hợp lí và xứng đáng hơn. Tại sao lại là người khác? Vì mình sẽ không đến đây lần nào nữa! :)"
34,Lotteria - Trần Hưng Đạo,Quỳnh Quỳnh Nguyễn,https://www.foody.vn/thanh-vien/jenny710,2.6,07/07/2018 ,Món mới,"Hôm nay mình đến Lotteria đường trần hưng đạo quận 1. Nhân viên thu ngân có thái độ rất khó chịu, mình order hai combo 2 người nhưng khi chỉ mới order xong 1 combo thì bạn nhân viên hỏi "" còn gì nữa hông ? "" Nhận tiền và đưa tiền khách bằng 1 tay, tỏ thái độ với khách. Mình ăn ở Lotteria ở chỗ khác không nhân viên nào có thái độ như vậy. Mình không trả tiền để được phục vụ bằng cái thái độ đó. Mình mong phần tiền mình bỏ ra có đc 1 thái độ xứng đáng hơn"
35,Lotteria - Trần Hưng Đạo,🍒Cheri LiNg🍒,https://www.foody.vn/thanh-vien/phuongthanh8690,7.0,24/05/2018 ,Lotteria - Trần Hưng Đạo,"🍒Nghe chi nhánh này có vẻ bị chê về phục vụ
Mình ko tới ăn mà tụi bạn tới mua về thôi nên ko nhận xét
Burger ăn cũng khá ngon. Mình thích nhất là burger bò
Gà thì có gà hs cay cay ok
🍒Khoai nước tạm ổn"
36,Lotteria - Trần Hưng Đạo,Ngọc Nguyễn,https://www.foody.vn/thanh-vien/ngocnguyen0604,1.0,20/05/2018 ,Lotteria - Trần Hưng Đạo,"Là lần đầu tiên mình review ở 1 chỗ đồ ăn vì quá quá bức xúc. Mình ăn ở đây mấy năm trước lúc quán đông lắm mà thời gian đây ko thèm ghé lại nữa. Nhân viên gởi xe thì quá tệ, chẳng thèm đưa phiếu cũng k thèm hỏi người dựng xe vào quán hay ntn thấy ngta tới mà ngồi yên. Nhân viên mới hay cũ k biết cà thẻ ko biết k nói, đưa thẻ cho khách mà dục xuống bàn, cho mình hỏi là lotte đã k còn nhân viên bưng đồ ăn lên cho kh? Ok fine ko vấn đề gì nhưng thái độ đưa số r nói vs khách ngồi đó đợi tự bưng đồ ăn lên đi nha ko phục vụ quá voi lễ. Cạch mặt lotte _\|~<$¥€•[{{%}*#="
37,Lotteria - Trần Hưng Đạo,Quynh Le,https://www.foody.vn/thanh-vien/lequanghuy5964,7.0,18/05/2018 ,Lotteria - Trần Hưng Đạo,lotteria Ở đây rộng nên muốn ngồi chổ nào cũng được. Đồ ăn ngon lắm Nóng và mềm. gà ngon miếng to sốt hs hay phô mai rất vừa miệng mình. khoai hơi yểu. Ở đây mình thích ăn burger tôm và burger gà. Cơm thịt heo pho mai cũng ngon còn trà sữa đá 1 đống 😅 lạt lẽo tệ
38,Lotteria - Trần Hưng Đạo,hiếu ngô,https://www.foody.vn/thanh-vien/ngominhhieuhui,5.8,30/03/2018 ,Lotteria - Trần Hưng Đạo,"Lần đầu đến đây mình thấy hơi thất vọng, mình thấy bạn cashier phục vụ cho mình gọi món chưa tốt, bạn tỏ vẻ khó chịu nhăn nhó với mình.
Mình đến đây kêu 2 phần gà phô mai, hamburger bò phô mai và 1 ly nước pepsi M. Mọi thứ đều ổn ngoại trừ hamburger, mình thấy không to như trên thực đơn, không những thế miếng bánh ở trên còn bị nướng khét nhìn như bánh mì cũ để lâu ngày.
Còn về không gian quán thì rất oke, tuyệt vời cho những hôm nắng nóng ở Sài Gòn
Mình mong ban quản lý tiếp nhận ý kiến đóng góp của mình, mình cảm ơn."
39,Lotteria - Trần Hưng Đạo,🍒Cheri LiNg🍒,https://www.foody.vn/thanh-vien/phuongthanh8690,7.4,18/03/2018 ,Lotteria - Trần Hưng Đạo,"🍒Điểm mạnh ở đây là view đẹp nha tha hồ ngăm đường ngăm phố
Gà hs ngon. Pepsi cũng ngon nữa
Bình thường mình thích ăn gà kfc hơn nhưng hôm nay đổi chỗ cho tiện đường
Còn lotte mình hay ăn cơm bò nhưng mà bữa nay ngán cơm quá
🍒Nói chung ngồi đây ok lắm"
40,Lotteria - Trần Hưng Đạo,Tram Le,https://www.foody.vn/thanh-vien/tramlemy,7.2,06/03/2018 ,Thất vọng của khách hàng đã ăn nhiều năm,"Mình thử món mới vì thấy được tặng trà sữa 😅
Mình chọn cơm bò phô mai , trà sữa trân châu caramel mà lát sau cửa hàng gọi lại nói hết trân châu , đổi thành pudding được ko thì ok thôi mình vui vẻ chấp nhận 💕

Trà sữa thơm , ngon , chuẩn vị trà sữa truyền thống mà đá nhiều quá nên trà sữa hút mấy lần là hết 😂
Pudding công nghiệp nên cũng được , không ngon không dở , chấp nhận được 👍🏻
Cơm bò phô mai (40k) chất lượng , salad , bắp cải trộn , cơm , muỗng nĩa đầy đủ. Bò dai dai thấm vị có lát phô mai phía dưới béo béo"
41,Lotteria - Trần Hưng Đạo,Hieu Nguyen,https://www.foody.vn/thanh-vien/hieunguyen1815,6.6,04/03/2018 ,Cách làm việc ở đây rất tệ,Gà lotte hơi bị khô. Ăn cũng được. Fastfood k tốt cho sk nên mình ít ghé.
42,Lotteria - Trần Hưng Đạo,Ngọc Ánh,https://www.foody.vn/thanh-vien/ngoc.anh26,6.6,02/03/2018 ,Lotteria - Trần Hưng Đạo,"Trưa đó dạo dạo k biết ăn gì thì thấy lotteria nên ghé vào luôn. Chi nhánh này khá đông, full hết 1 lầu luôn.
Mình gọi set family 1 giá 140k gồm 2 burger, 2 nước, 2 gà, và 1 khoai tây lắc.
Các món ở đây khá khô. Thịt gà khô, khoai tây khô và mỏng nên ăn bị cứng. Burger thì bình thường. Nước ngọt ở đây nhiều gas hơn các chỗ khác nè.
Nhân viên ở đây k được nhiệt tình cho lắm. Wifi thì yếu, mà đó giờ hình như lotteria chỗ nào wifi cũng yếu hết"
43,Lotteria - Trần Hưng Đạo,MaiLinh,https://www.foody.vn/thanh-vien/MaiLinh1302,8.4,27/02/2018 ,Lotteria - Trần Hưng Đạo,"Tối mình kiếm đồ ăn nhanh nên ghé vào Lotteria là sự lựa chọn tốt nhất. Buổi tối nên quán khá đông, order xong đợi món ra cũng rất nhanh. Mình gọi phần Family set 1 gồm 2 gà rán + 1 burger bò và 1 burger tôm + 1 phần khoai tây lắc và 2 ly Pepsi. Món ăn cũng không có gì đặc biệt vì mình thích gà sốt đậu đậm đà hơn gà rán bình thường, nhưng đang khuyến mãi nên giá cũng rẻ.

Nhân viên thân thiện. Không gian trên lầu rộng rãi, thoáng mát, nhiều chỗ ngồi.
Đồ ăn rất nhiều, ăn burger xong thì hơi ngán ăn gà có vẻ không nổi nữa 😭"
44,Lotteria - Trần Hưng Đạo,Tram Le,https://www.foody.vn/thanh-vien/tramlemy,8.8,12/02/2018 ,Thái độ tệ,"khách hàng quen thuộc của Lotteria 😂 tuần nào cũng giao qua ít nhất 1-2 lần

Mình hay ăn mực rán 5 (39k) , gà HS set (81k) , gà phô mai (36k), phô mai que (30k)
Mấy món này ngon nhất. Mua set lúc nào cũng được up size free thành khoai tây lắc & pepsi lớn 💝 Có mấy chương trình khuyến mãi không áp dụng cho giao hàng nhưng mà mình gọi là luôn được áp dụng , Lotteria dễ thương chỗ đó 😋

Đặt buổi trưa giao nhanh lắm , buổi tối thì đợi hơi lâu xí. 19006778 nha ❤️"
