,Địa điểm,Tên người dùng,Liên kết,Đánh giá chung,Ngày đánh giá,Tiêu đề,Nội dung
10,Gà Rán KFC - Bà Hom,Tin DT,https://www.foody.vn/thanh-vien/lamanh.duy.35,7.2,22/08/2017 ,Trú mưa và thử nước,"Hnay ngày cuối R&B ko/mãi tính uống mà đông như kiến, ko còn chỗ chứa nữa r nên chạy vòng vòng, vô KFC thử Kacchiato, ai dè khá tệ.
- Nên mình phải kêu gà cục ăn cho đỡ dở.
- Đúng là chuyên gà thì nước dở mà chuyên nước thì gà dở, đó là trường hợp của KFC và lục (hạng 6) trà sữa Wow Tea & Chicken
- Mình ko uống hết nổi, thằng e thì 10 tháng chưa uống nước, nó uống nửa ly mình nữa mà vẫn ko hết khác, số là mới ăn cơm đùi gà rán ở ngoài r, giờ đi uống nước mà lại có duyên vs gà lần nữa...
- Đúng là c.đời, có rất nhiều lựa chọn nhưng chưa chắc lựa chọn đó, bản thân ta thích...."
11,Gà Rán KFC - Bà Hom,Nhi,https://www.foody.vn/thanh-vien/nhi41,6.8,31/07/2017 ,KFC - Bà Hom,Mình ít khi ăn Kfc. Lâu lâu đi học về đi ngang nên ghé đây lun. Gà ở đây chiên giòn nhưng dầu nhiều và gà thì mặn wá.
12,Gà Rán KFC - Bà Hom,Thanh Trúc,https://www.foody.vn/thanh-vien/beuthichlan84,5.2,14/05/2017 ,Không gian thoải mái,"Quán cũng như những chi nhánh KFC khác, thức ăn bình thường, gọi phải đợi 15-20 phút vì không có sẵn. Món thịt xiên ăn tệ, vẫn thích cánh gà giòn cay, mấy loại phô mai ăn như ăn cao su hay bột sống vậy đó"
13,Gà Rán KFC - Bà Hom,Ngọc Hân,https://www.foody.vn/thanh-vien/hanhuynh76411,8.0,01/09/2016 ,Ok,Bị ghiền nhất là bánh trứng. Có khi muốn ăn là ghé vô mua 8 cái đem về ăn không hết thì cho mấy đứa cháu. Nói chung ok
14,Gà Rán KFC - Bà Hom,Hùng Việt Nguyễn,https://www.foody.vn/thanh-vien/nguyenhungviet0307,7.6,21/06/2016 ,Chất lượng khá tốt,"Mình và đám bạn lang thang giữa trưa nắng, thấy KFC ngay trước mắt vội vào ngay... Nhân viên thân thiện, luôn nói "" xin chào"" và "" cảm ơn"" rất nhiệt tình và dễ chịu... 5 người ăn gồm 3 miếng gà, 1 cơm gà truyền thống, 1 combo 79k và 4 nước ( trong combo đã có sẵn thêm 1 phần nước) tổng cộng khoảng 250k ( chênh lệch xíu vì mình không nhớ rõ)... Combo mình gồm 2 miếng gà, 1 nước và 1 khoai chiên, gà ngon, khoai hơi mềm. Khi ăn xong mình có gọi thêm kem tươi nhúng chocolate, chỉ có 5k 1 cây thôi, ăn béo và ngon. Không gian hơi nhỏ nhưng sạch sẽ mát mẻ!"
15,Gà Rán KFC - Bà Hom,James Bùi,https://www.foody.vn/thanh-vien/quocsinh28021992,8.2,03/05/2016 ,KFC - Bà Hom,"Đi ăn đây cũng lâu rồi, nay rãnh ngồi viết review luôn một lần. Hôm đi qua nhà bạn chơi, dạo qua dạo lại không biết ăn gì thế là vào KFC ăn gà rán và gà quay giấy bạc. Gà: ngon, mềm, gia vị vừa ăn, không mặn, chiên xù nóng mà thơm phức không bị gắt dầu. Đang có chương trình khuyến mãi nữa nên cả đám ăn hẳn 5 phần. Nhân viên: thân thiện, nhiệt tình, giới thiệu chương trình khuyến mãi chân thành. Không gian nhỏ nhưng mát mẻ và thoải mái. Có tivi xem tvc cũng kgá thú vị."
16,Gà Rán KFC - Bà Hom,Nick Nguyễn,https://www.foody.vn/thanh-vien/nguyencatphuongvu,8.2,30/04/2016 ,KFC - Bà Hom,"Lâu lâu lễ tránh nắng ghé KFC cho gần nhà, khá nhỏ, ngay góc đường hơi nóng và ồn, gà vẫn giòn ngon, gà cay rất đã, tuyệt nhất vẫn là bánh trứng giòn thơm béo. Phục vụ tốt"
17,Gà Rán KFC - Bà Hom,Cẩm Thu 💕,https://www.foody.vn/thanh-vien/pukem57,6.0,14/03/2016 ,KFC - Bà Hom,"Lâu lâu mình ghé lại ăn với mấy đứa bạn, so với lotte thì mình thích KFC hơn
Lâu lâu ăn thôi chứ lúc mình ăn thấy gà dầu nhiều kinh khủng
Ngon nhất ở KFC có lẽ là bánh trứng 😁"
18,Gà Rán KFC - Bà Hom,Bee ヽ(○･▽･○)ﾉﾞ,https://www.foody.vn/thanh-vien/hongquoc5,8.0,26/01/2016 ,KFC - Bà Hom,"- Thích từ mấy anh/chú giữ xe tới mấy a/c nhân viên trong quầy ❤ nhiệt tình , đáng yêu , vui tánh 😘 ( không có ý định pr )
- Đồ ăn chậm nhất là cỡ 10 phút ra rồi nha 😂
- Có view ngắm xe everywhere :)))
- Hơi nhỏ , ngồi chật ><
- Hết ời 😂"
19,Gà Rán KFC - Bà Hom,Quynh Nhu,https://www.foody.vn/thanh-vien/mineyoungie,7.8,11/11/2015 ,KFC - Bà Hom,"KFC ở đây nhân viên quá tốt luôn nhưng có điều quán hơi nhỏ, gò bó. Burger zinger cực ngon luôn. Nhân viên cũng cực kì tốt và dễ thương nữa. Có view nhìn ra ngoài nhưng hình như sáng hay tối đều nóng thì phải. Giá phù hợp với học sinh như mình nhưng xa trường quá T T"
20,Gà Rán KFC - Bà Hom,phuongpham,https://www.foody.vn/thanh-vien/phuongmaketz,4.4,15/09/2015 ,Giữ xe quá hách dịch,"Chiều ghé quán ăn đâu xe rồi, xin thẻ xe mới nói là hết chỗ rồi, mà mình thấy ở ngoài xe đâu vẫn ko sát nhau, vẫn còn chỗ đậu xe. Mà cũng chưa bít là bên tronv như thế nào đã nói như vậy. Thà đi xa 1 chút chứ ko quay lại chỗ này ăn nữa"
21,Gà Rán KFC - Bà Hom,Minecy Luo,https://www.foody.vn/thanh-vien/minminecy,9.0,27/03/2015 ,KFC - Bà Hom,"Quán nằm ngay góc đẹp nhưng hơi nhỏ.
Đồ ăn ra nhanh và nóng giòn ^^ nhân viên thân thiện cực, mình lựa món hơi lâu mà vẫn đứng chờ và tư vấn nhiệt tình, hơn hẳn lotte .__.
Cơm gà quay: miếng gà hơi nhỏ nhưng được cái là thơm, mềm. ăn giờ thường nên cơm với cả súp + nước là 55k .
Gà viên + nước 35k, cũng ít luôn .__.
Kem vani 3k, kem socola 5k. Mình lấy thẻ vip trả tiền kem mà nhân viên bảo không áp dụng :))"
22,Gà Rán KFC - Bà Hom,Nhật Quang,https://www.foody.vn/thanh-vien/coolboymikeluv.popper,6.2,13/03/2015 ,Milo nhạt,"Tình cờ qua đây chờ bạn, cửa hàng nhìn cũng nhỏ, cũng hơi hẹp nữa, vào thì quá trời nhân viên, mà hình như cũng đang đào tạo hay sao ấy, để quản lý nhắc tuồng. Milo uống nhạt lắm, chán chán, thêm món kem dâu, cũng đc, nhưng hơi lợn cợn. Decor thì chỗ nào cũng như chỗ nấy, được cái ngay ngã tư nhìn ra ngoài cũng rất đẹp."
23,Gà Rán KFC - Bà Hom,Trân Nguyễn,https://www.foody.vn/thanh-vien/goodbyemylovenguyen,7.8,01/01/2015 ,Được,"Quán nhỏ gân nhà, nhân viên dễ thương thân thiện !! Kfc ăn theo menu hôm nay thứ mấy khá rẻ !! Phần cơm là 39k ăn cũng tạm được không có gì đặc biệt !! Cá của kfc lúc nào cũng nóng giòn và khá ngon !! Nhưng khoai tây lắc kfc mình lại thấy không ngon tí nào @@ bột phô mai mùi không thơm và ngon như của lotteria"
24,Gà Rán KFC - Bà Hom,Thanh Tâm Nguyễn,https://www.foody.vn/thanh-vien/tamnguyen1910uu,6.2,04/09/2014 ,Món ăn ở đây thật tuyệt,"Gà ở đây ngon hơn bên KFC Hậu Giang,bánh trứng béo thơm ngon,tương ớt cũng ngon,quán ở ngay ngã tư rất dễ tìm
Quán hơi nhỏ hơi chật và đông khách...."
25,Gà Rán KFC - Bà Hom,Au Lotus,https://www.foody.vn/thanh-vien/aulotus94,8.2,18/08/2014 ,"Phục vụ tốt, quản lý thân thiện","Phục vụ ở cn Bà Hom dễ thương, quản lý khá thân thiện và chiều khách, nhanh chóng khắc phục sự cố xảy ra. Chuyện là 1 lần mua 6 miếng gà 99k mang về có 1 miếng còn sống, mình phản hồi lên page thì quản lý cửa hàng gọi ngay hôm sau lỗi, giải thích và mời lại cửa hàng để phục vụ lại. Sáng mình bận, thế là quản lý ca chiều gọi tiếp. Mình tới cửa hàng được mời lên ngồi trước rồi sẽ mang phần ăn lên sau. Đi 2 người ~> free luôn 2 phầm combo A. Những lần sau tới ăn gặp chị quản lý thì còn cười hỏi thăm mình ăn có ngon không, ok không ^_^"
26,Gà Rán KFC - Bà Hom,Cốm Kem,https://www.foody.vn/thanh-vien/crystalrose7112002,6.4,10/07/2014 ,KFC - Bà Hom,"KFC mình ăn nhiều rồi mà toàn được mua cho ăn nên không biết chi nhánh nào :D Lần đầu đi mua cho người khác ăn. Chỗ này gần chợ Phú Lâm, đường hơi bụi. Nhà mình thích ăn Burger Zinger với gà Popcorn. Mình mua mang về nên không tham quan hết cửa hàng. Nhân viên bán hàng thân thiện, Mình cũng không phải đợi lâu lắm. Đồ ăn mang về tới nhà vẫn còn nóng là thích rồi. Nhưng thấy vị gà không ngon bằng những chỗ trước mình được ăn."
27,Gà Rán KFC - Bà Hom,Yến Nhi Phan,https://www.foody.vn/thanh-vien/0909719659,8.4,09/06/2014 ,KFC thì không cần phải bàn về chất lượng,"Ngày đó đi học thêm hay qua mua kem, cứ ngày đi ngày nghỉ, ra vô là cứ kem. Mấy nhân viên dường như quen mặt. Thấy tức cười^^ Lâu rồi lại ghé mua cho thằng em mấy miếng gà chiên, hương vị không lẫn vào đâu được. Kem okie ( mình tín đồ kem mà ), mấy bữa hết kem thì mua buger gặm ^^ Buger khá ngon nhưng lâu lâu mới dám ăn, sợ mập @@"
28,Gà Rán KFC - Bà Hom,Phương Thuỷ Trần Lê,https://www.foody.vn/thanh-vien/phuongthuy4294,8.4,03/06/2014 ,Nhân viên rất thân thiện,"Chất lượng KFC thì mình không bàn. Nhân viên ở đây thì dễ thương lắm. Cách đây mấy tháng, mình đi ăn lúc trời mưa tầm tã. Mình bước vào ướt nhẹp, chị nhân viên đưa mình khăn giấy lau mặt và còn bưng đồ ăn giùm mình nữa. Hôm nay mình đi ăn ( apple pie và 1 cánh gà), hôm nay trời cũng mưa. Túm lại là rất vừa ý. Mình và KFC Bà Hom có duyên vào những ngày mưa..."
29,Gà Rán KFC - Bà Hom,Gemini Star,https://www.foody.vn/thanh-vien/geministar,7.2,02/04/2014 ,Tạm ổn,"Bữa đi công việc giữa chừng nên chui vào đây trốn cái nắng gay gắt, k gian có vẻ nhỏ hơn so với nhiều nơi khác.
Hiện KFC có chương trình khuyến mãi combo 2 người 99k, mình gọi phần này nhưng bù thêm tiền để lấy ly pepsi lớn và 1 phần salad (bill 129k). 1 phần gồm 3 miếng gà (có thể chọn ức, dùi hay cánh), thấy cũng k nhiều, 1 người lạng quạng ăn đủ no, nhưng mình thấy cũng ổn chứ k đến nỗi."
30,Gà Rán KFC - Bà Hom,Trân Nguyễn,https://www.foody.vn/thanh-vien/goodbyemylovenguyen,7.2,06/02/2014 ,KFCCCCCC,"Lâu lắm rồi mới ăn KFC ! Mua trễ qá nên gà không được nóng và giòn. Mình mua phần gồm burger tôm với 1 miếng gà, khoai tây chiên vừa và bắp cải. Burger tôm làm thành miếng nhưng trong miếng có nguyên con tôm chứ không xay ra như lotte. Gà thì vị vừa ăn nhưng không giòn nên khá mất điểm :(."
31,Gà Rán KFC - Phú Mỹ Hưng,Gia Thạnh,https://www.foody.vn/thanh-vien/giathanh0405,3.2,29/07/2022 ,Dịch vụ tệ không có số điện thoại liên hệ,"Giao món thiếu món ăn, quán ăn không hề cung cấp số điện thoại để liên hệ. Phải báo lên tổng đài shopee và hoàn tiền lại chứ không hề giải quyết việc lỡ thời gian đặt món của khách 👎"
32,Gà Rán KFC - Phú Mỹ Hưng,TRAN DUONG,https://www.foody.vn/thanh-vien/duongminhbb,4.2,29/05/2022 ,Rất tệ,"Giao hàng trễ, và tệ hơn là bạn Nguyễn Văn Hậu ( không biết có phải là CHT chi nhánh PMH) hay không? Không dám gọi cho khách hàng xin lỗi 1 câu, toàn nhá máy."
33,Gà Rán KFC - Phú Mỹ Hưng,Linh Nguyễn,https://www.foody.vn/thanh-vien/foodee_bkbwc7jr,2.8,06/01/2021 ,DỊCH VỤ RẤT TỆ,"Nhân viên có vẻ khá là chậm chạm trong việc xử lí tình huống và giao tiếp. Khi xảy ra trục trặc về kĩ thuật thì bạn nữ lại rối, và cách xử lí còn CHẬM hơn nữa. Quán thì tầm hơn 10 người mà cũng đợi phải 15 phút mới mang đồ ăn ra.

Về thức ăn, có thể việc yêu cầu phần ăn cụ thể như lấy đùi/cánh là không được đáp ứng, theo chính sách của công ty. Cái này mình không chắc, nhưng điều mình chắc chắn là đặt qua app thì chọn má đùi được, còn order trực tiếp thì nhân viên bảo không được chọn. Cách bạn chỉ có thể bốc random cho mình thôi. Và khi bưng ra thì miếng đùi và miếng ức gà BỊ CHIÊN ĐI CHIÊN LẠI. Ăn khô khốc. Và mình khẳng định gà đã cũ, chiên lại nhiều lần nhìn sẽ khác so với gà mới nhé."
34,Gà Rán KFC - Phú Mỹ Hưng,Trinh Pham,https://www.foody.vn/thanh-vien/phamthutrinh,7.6,08/01/2019 ,"Cùng chung hệ thống KFC, nên giá và chất lượng đồng nhất","Lâu lâu mình cũng dẫn 2 ku nhóc nhà mình đi ăn KFC, mà không hiểu đồ ăn fast food có gì lạ mà trẻ con thích thế, đứa lớn nhà mình thích món khoai tây nghiền từ hồi còn bé ấy, lớn lên xíu thích đùi gà hoặc cánh gà chiên giòn. Bé hàng xóm nhà mình (lai Châu Phi), ăn cực khỏe ấy, một mình bé (7 tuổi) có thể ăn cùng lúc hết 3 cái ức gà, kèm ly coke bự, mà có thể ăn mấy bữa liên tục không ngán ấy. Dù sao thì gà ăn chất lượng ổn, nước ngọt hơi ít gas, gà nướng không ngon lắm (chắc không hợp khẩu vị của mình)."
35,Gà Rán KFC - Phú Mỹ Hưng,Quan Anh Mai,https://www.foody.vn/thanh-vien/tiung,7.4,25/12/2018 ,KFC - Phú Mỹ Hưng,"KFC lúc nào cũng có khuyến mãi, thích ghê luôn.
Gà rán giòn rụm mà không bị khô.
Mua 2 miếng gà mà cho 4 bịch tương luôn (2 cà 2 ớt). Thích gì đâu á."
36,Gà Rán KFC - Phú Mỹ Hưng,Thy Nguyễn,https://www.foody.vn/thanh-vien/Npdthy,8.0,15/12/2018 ,"Gà mới ngon, giá rẻ","▪️Quán đẹp, rộng rãi và sạch sẽ
▪️Nhân viên thân thiện nhiệt tình
▪️Gà mới, ngon không bị không, giòn"
37,Gà Rán KFC - Phú Mỹ Hưng,Huyền Thanh,https://www.foody.vn/thanh-vien/_annaht,3.8,23/08/2018 ,KFC - Phú Mỹ Hưng,"Lần đầu mình đặt KFC giao tới nhà. Mình đặt combo A có yêu cầu lấy ức nhân viên có gọi mình để hỏi đổi qua gà truyền thống nhưng lúc đó bạn mình nghe máy mình không nghe rõ nên bạn nv có nói lại, mình cũng ok chấp nhận đổi bình thường thì chưa kịp tắt máy bạn nv đã quay sang nói (chắc là với bạn nv khác) là cái đ*t mẹ... =)))) chuyện thứ 2 là bạn shipper giao cũng khá nhanh, vừa gọi mình đã đi xuống ngay nhưng ở lầu nên cũng ko thể ra liền được, vậy mà chưa đc 3p là bạn ấy lại gọi hối còn nói trống không “lẹ lẹ” ?? Ok ấn tượng đầu thiệt khó quên bye KFC PMH không hẹn ngày gặp lại :)"
38,Gà Rán KFC - Phú Mỹ Hưng,Son Nguyen,https://www.foody.vn/thanh-vien/sonnguyen22697,7.6,10/08/2018 ,Ngon và thân thiện,"Mình đã order nhiều lần và cũng có ăn thử tại quán. Gà nóng giòn ngon. Mình có đến lúc tầm 11:30 trưa tuần trc thấy các mẻ gà mới dc chiên nhìn rất hấp dẫn.
Nhiều ưu đãi và chỗ ngồi cũng thoáng mát.
Điểm trừ nhẹ là các bàn ăn hơi dơ do chưa lau dọn kịp sau mỗi lượt khách thì phải.
Bánh trứng ngon thích mỗi ở kfc.
Giao hàng đầy đủ khăn giấy, tương rất chu đáo,
Mỗi tội mình order hai phần chickenistar gì đấy bữa nay 7 miếng mà hết 4 miếng cánh :))))"
39,Gà Rán KFC - Phú Mỹ Hưng,Lien Khong,https://www.foody.vn/thanh-vien/khonglien123,7.0,06/08/2018 ,Cơm gà xào sốt Nhật,"Đi ăn ngay khung giờ của chương trình khuyến mãi Bữa Trưa Tiết Kiệm nên phần cơm gà xào sốt Nhật chỉ có 25k thôi, giá gốc 41k. Đây là lần đầu mình ăn món này nên không biết phần cơm giá gốc có y như phần cơm giá khuyến mãi không chứ lúc mang ra thấy hết hồn luôn, toàn cơm, loe ngoe vài miếng thịt :)) Cơm trộn với sốt khá vừa ăn, thịt gà mềm, toàn nạc nhưng có vài miếng à, lại nhỏ nhỏ nữa chứ, còn lại là hành tây. Nói chung giá 25k thì vậy cũng tạm ổn, chứ giá 41k mà chất lượng như vậy chắc thôi chào thua :))
Nhân viên vui vẻ. Giữ xe miễn phí. Không gian cũng rộng rãi."
40,Gà Rán KFC - Phú Mỹ Hưng,Loan heo Nguyễn,https://www.foody.vn/thanh-vien/ngduythanh2801,8.8,21/06/2018 ,KFC - Phú Mỹ Hưng,"Gà ngon
Không gian đẹp
Thoải mái
Wifi mạnh
Nhân viên thì cũng được
Máy lạnh tốt
Combo thứ 5 ok lắm. Ăn ngán luôn"
41,Gà Rán KFC - Phú Mỹ Hưng,Lynx Mèo,https://www.foody.vn/thanh-vien/congchuamiumiu1406,1.6,17/06/2018 ,Tệ,"Hôm rồi mình có đặt giao 1 phần 3 miếng gà , 2 ly nước và bắp cải trộn. Đặt xong tầm 20phút sau mới có người gọi xác nhận đơn hàng.Mình đặt lúc 13h, mãi tới 1 tiếng rưỡi sau là 14h30 mố có người giao tới. Thay vì 2 ly nước thì thành 2 lon nước ( chấp nhận được) , gà thì xám xịt, mềm nhũn, trĩn dầu và nguội ngắt. Mình có cảm giác là gà cũ được chiên lại rồi đem giao. Ăn cực kỳ tệ. Hậu quả là mình bị đau bụng ngay hôm đó. Cạch từ giờ ko dám đặt giao hàng ở đây nữa."
42,Gà Rán KFC - Phú Mỹ Hưng,Nhật Linh,https://www.foody.vn/thanh-vien/congchua_dautay_86,3.4,07/05/2018 ,KFC - Phú Mỹ Hưng,Mình đặt hàng ở đây cũng được 5 6 lần gì rồi mà lần này thật sự TỆ nên mình mới lên tiếng. Giao hàng cho mình trễ hơn 1 tiếng làm mình phải gọi lại nhắc. Tới khi nhận hàng thì thiếu nước. Gọi lại báo thì nói sẽ giao lại. Còn cơm khi mình ăn thì phát hiẹn cơm còn sống nên chỉ đc ăn phần gà mà bỏ cơm. Thử hỏi bỏ tièn ra mua mà bị nhu vậy thì xin lỗi cũg chẳng bù đắp đc gì. Nên coi lại tác phong làm việc để ko có việc quên hay lộn hay là a b c x y z gì nữa!!!!
43,Gà Rán KFC - Phú Mỹ Hưng,foodee_cibxabps,https://www.foody.vn/thanh-vien/foodee_cibxabps,1.0,01/03/2018 ,KFC - Phú Mỹ Hưng,"Mình có đặt trước một phần gà, mình nhớ không lầm là combo A thì phải có chọn vào phần khoai tây đại. Shipper giao lại thì không có nước. Mình điện thoại hỏi thì anh shipper nói là anh liên hệ với cửa hàng, họ nói là do em chọn khoai tây đại nên không có nước. Mình hài lòng về cách giải thích đó.
Xong ông anh hai mình về nhà nhờ mình đặt phần y chang vậy, mình chọn phần khoai tây đại tiếp, lúc giao về thì lại có nước.
Đề nghị KFC phú mỹ hưng có câu trả lời cho sự việc này."
44,Gà Rán KFC - Phú Mỹ Hưng,Jurry LV,https://www.foody.vn/thanh-vien/bingo_9x2k6,8.0,10/01/2018 ,KFC - Phú Mỹ Hưng,"Lâu mới ghé lại, nhân viên vẫn niềm nở và đồ ăn vẫn ngon như mọi khi ♡
Hôm nay t4 km mua gà truyền thống hoặc giòn cay giá 19k/miếng, bill trên 200k tặng thẻ vip kfc giảm 10% cho những lần mua sau"
45,Gà Rán KFC - Phú Mỹ Hưng,Tâm Nguyễn,https://www.foody.vn/thanh-vien/miyuu.2002,8.2,18/07/2016 ,Quá tệ,"KFC đang có chương trình ""Hôm nay thứ mấy"" mình đến vào t2 nên mua combo gà quay giấy bạc 79k được mua phần combo 20k + 1 que kem vani = 103k.
Không gian ở đây rộng rãi, sạch sẽ nhưng khá nóng vì điều hoà hơi yếu thì phải. Ghế ngồi hơi khó ăn và nhỏ so với các nhà hàng khác của KFC. Vị trí nằm ngay mặt tiền nên dễ kiếm lắm.
Nhân viên cũng được chứ ko thân thiện lắm.
Tạm ổn, gà ở đây mình ăn thấy ngon miệng hơn những chi nhánh khác nhiều..."
46,Gà Rán KFC - Phú Mỹ Hưng,Linh,https://www.foody.vn/thanh-vien/keroppi_1602,3.4,18/05/2016 ,KFC - Phú Mỹ Hưng,"Mới chạy ra mua 1 phần hamburger ở chi nhánh Phú Mỹ Hưng~~ thái độ nhân viên quá tệ , phục vụ khách hàng chậm lại còn kênh kiệu~ ngay cả quản lý cũng có thái độ hóng hách với khách hàng~ bảo vệ gửi xe thì ngồi 1 chỗ ko đứng ra giúp khách lấy xe ~~ QUÁ TỆ"
