,Địa điểm,Tên người dùng,Liên kết,Đánh giá chung,Ngày đánh giá,Tiêu đề,Nội dung
24,McDonald's Đa Kao,Kis Huỳnh,https://www.foody.vn/thanh-vien/kishunh,8.2,18/07/2020 ,Dịch vụ tệ,"Đến Mc vào một ngày mưa khá tầm tã 😌
Nhân viên siu nhiệt tình, vừa vào order là được tư vấn chường trình khuyến mãi. Tải app để được mua gà cay với giá 1k.
Đói mốc mỏ rồi nên tụi mình order luôn, vụ khuyến mãi tính sau 😂
Trong thời gian chờ lên món thì tải app, và phát hiện muôn vàn khuyến mãi với những khung giờ khác nhau. 👍
Soda Hawaii mình ko thích. Vẫn là uống nước ngọt thích hơn. 😁
Gà ngon, nóng hổi, vỏ giòn. À, gà cay nhưng vs mình cũng ko cay lắm nha. Mình thích Mc 1 phần vì nhiều sốt chấm. Tương cà, tương tỏi ớt, mayo pla pla...
Burger người iu mình bảo bình thường.
✨ Có khu vui chơi cho trẻ em nha. Có điều là nếu ngồi gần đó thì hơi bị ồn. 😓"
25,McDonald's Đa Kao,Nhật Minh,https://www.foody.vn/thanh-vien/nhatminh19031998,10,26/06/2020 ,McDonald's Đa Kao,"Vị trí: Nằm ngay vòng xoay Đ.B.Phủ.
✔️ Có chỗ để xe máy, xe hơi. Có bảo vệ giữ xe. Giữ FREE
---------------------
Không gian: 1 trệt & 1 lầu. Cả 2 lầu đều có khu inside & outside. Trên lầu có cả khu cho con nít chơi. Đặc biệt view outside lầu 1 nhìn ra vòng xoay Đ.B.Phủ phải nói bao đẹp😍😍😍

- Nhìn chung không gian khá rộng rãi, thoải mái, thoáng mát, nhiều khu vực. Sạch sẽ, mát mẻ và hiện đại. Wifi cũng rất mạnh nữa nhé & có cả nhiều ổ điện luôn! 😘

- Nhà vệ sinh cũng thơm tho, sạch sẽ & hiện đại 💯
---------------------
Nhân viên: Cũng bình thường.
--------------------
Giá: Vì mình tải app Mc Donald nên đc 1 voucher 2 miếng gà cho đơn bất kỳ😉. Và mình đã kêu 1 cây kem 😄. Tính ra thì chỉ hết 10k cho 1 bữa ăn no nê & chất lượng 😋 👏 👍
--------------------
Chất lượng: Phải nói ngon hơn cả lời đồn 💜. Thịt gà ăn ngon & giòn, ngon ko tả nổi 😋. Nói chung nếu có nhiều promotion tốt như thế này thì chắc chắn mình sẽ ghé chi nhánh này ăn đều đặn và thường xuyên! 😊
--------------------
Các bạn có thể tham khảo thêm về quán bên dưới nhé!
👉 Follow Instagram @nhatminh_nguyen98 to explore more places and foods📌"
26,McDonald's Đa Kao,Nguyễn ngọc thiện,https://www.foody.vn/thanh-vien/nhoc_kubi2000,7.2,11/06/2020 ,Thiếu 1 phân gà,"Ăn tối mà thèm đồ béo thì đi ăn buger bò phô mai ngập ngụa thôi chứ đâu h

- quán đây rộng rãi

- nhân viên phục vụ nhanh

- cuối cùng là ăn thôi buger bò phô mai ở đây đúng vị mình thích hơn ở BK"
27,McDonald's Đa Kao,Uyên,https://www.foody.vn/thanh-vien/uyenuyen5491,1.0,01/06/2020 ,McDonald's Đa Kao,"Tôi mới order trên fd 6ps nuggets, 1 chéebuger và nhân viên set món giao hàng cho tôi một cách cẩu thả ko chấp nhận được, ko tương ớt tương cà bbq sauce trong khi nếu order nuggets sẽ đc free 1 hộp bbq. Mở ra chả có gì. Tình trạng này ko phải gặp 1 2 lần mà nhiều lần rồi
Mcdonal’s nghèo đến nổi vài bịch tương cũng ko cho đc à"
28,McDonald's Đa Kao,Duy Liêu,https://www.foody.vn/thanh-vien/foodee_l20rpu7n,4.8,27/05/2020 ,Cầu cho Mc Donald phá sản trên toàn cầu,"Combo 10 cánh gà thật tuyệt ! bọn mình ăn no hết cả người, cục nào cục nấy to như cái bắp tay. giờ thì bọn mình chuẩn bị mua mì gói về lót dạ tiếp.
Sẽ quay lại: Không !"
29,McDonald's Đa Kao,Phucccc,https://www.foody.vn/thanh-vien/Phuc2108,4.6,24/05/2020 ,McDonald's Đa Kao,Đặt 2 thiếu 1 phần
30,McDonald's Đa Kao,Linda Huynh,https://www.foody.vn/thanh-vien/allbeelai,7.6,26/04/2020 ,McDonald's Đa Kao,"Mình order 1 phần happy meal buger bò phô mai về cho bé. Được tặng 1 món đồ chơi. Đang km trên Now được giảm còn 50k.
Khá là rẻ và tiện lợi, có buger bò phô mai vs khoai tây chiên, 1 hộp milo nữa"
31,McDonald's Đa Kao,Ban Nguyen,https://www.foody.vn/thanh-vien/binhan90,1.0,14/04/2020 ,Kẹo bơ hạnh đào,"Quán như*** Big Mac hôi thúi tởm lợm như***Mua về ko tương ớt tương cà.
Bánh cháy khét
Dưa muối tởm lợm như***Lũ bất lương Mc Donald cầu cho bọn m phá sản toàn cầu.
Cút khỏi***đi lũ vô đạo đức Mc Donald."
32,McDonald's Đa Kao,Thủy Trần,https://www.foody.vn/thanh-vien/tranthuysieuha,8.0,12/04/2020 ,order về quá tệ,"Đây là cửa hàng lơn và gần nhà mình nhất nhưng mãi gần đây mới có dịp ghé vô uống dù hầu như ngày nào cũng đi ngang qua. Không gian rộng rãi thoải mái có bàn ngoài trời. Buổi chiều tối khá đông. Khu vực máy lạnh trong phòng và có lầu. Nhâm viên cũng lau dọn thường xuyên khi khách vừa rồi khỏi. Sạch sẽ.
Quán có wifi ổn định. Hơi ồn nếu đi vào cuối tuần. Nhóm mình order 4 ly socola hồng đá xay. Chờ nước gần 15p. Bên này pha không bị ngọt như chi nhánh khác. Khá thích."
33,McDonald's Đa Kao,Melody Ahn,https://www.foody.vn/thanh-vien/anhthunguyen938,6.8,11/04/2020 ,Nuggests Gà và Burger Bò ở McDonald's,"35k cho 1 cái bánh sữa chua chanh dây nhỏ xíu :)
Mong nhà hàng bớt phóng đại khi chụp hình qc"
34,McDonald's Đa Kao,Cakho To,https://www.foody.vn/thanh-vien/tcttin.ta,8.4,11/04/2020 ,Mayomaise ngon =)),"Nằm ngay vòng xoay điện - biên - phủ sỡ hữu không gian rộng lớn 1 trệt 1 lầu và view ngoài trời buổi chiều tối hay đông do khá mát. Bãi giữ xe có cả chỗ đỗ xe ô tô nữa. Giữ xe máy không tính phí. Có thể order bằng máy hoặc order tại quầy. Nhân viên phục vụ nhanh, vui vẻ. Bàn ghế cũng sạch sẽ được lau dọn thường xuyên.
Mình gọi ly socola hồng đá xay giá 65k/ ly. Có lớp mem trên mặt được rưới ít sốt chocolate hồng. Món này uống hơi ngọt xíu."
35,McDonald's Đa Kao,Quan Anh Mai,https://www.foody.vn/thanh-vien/tiung,8.0,14/02/2020 ,McDonald's - Đa Kao,"Món kẹo bơ hạnh đào đá xay ngon nhưng hơi ngọt.
Không gian rộng rãi.
Giữ xe miễn phí."
36,McDonald's Đa Kao,Minh Dũng Bùi,https://www.foody.vn/thanh-vien/minhdngbi,1.0,22/01/2020 ,Tưởng không no mà no không tưởng 👅👅👅,"hôm nay mình đặt 2 miếng gà chiên về, mở ra nhìn đen đen như chiên qua 10 lần dầu. Tiếc tiền nên cắn thử thì có mùi mốc mốc sợ quá bỏ lun."
37,McDonald's Đa Kao,Hằng Nguyễn,https://www.foody.vn/thanh-vien/Hangnguyen24788,10,20/11/2019 ,Điểm đến quen thuộc.,"McDonald's có không gian ok và nhân viên phục vụ nhiệt tình lắm.
Có lần thèm hamburger và thịt gà nên ghé qua McDonald's ĐBP ăn liền.
Miếng gà nuggests ăn rất ngon, vỏ giòn, nóng, thịt gà mềm, không bị khô, chấm với sốt tương ớt và mayone ở đây là đúng bài luôn.
Hamburger phô mai bò trứng ăn ngon lắm, nên lần nào ghé McDonald's cũng mua để ăn.
Khi thèm các món như hamburger thì luôn nhớ đến McDonald's liền. Lâu lâu ăn lại vẫn thấy ngon và không hề bị ngán ♥"
38,McDonald's Đa Kao,Nguyễn Đình Như Như,https://www.foody.vn/thanh-vien/nhunhu01012001,8.2,16/09/2019 ,Lừa Đảo ! Bị 2 lần mới ngớ ra,"Tới McDonald's chỉ vì muốn ăn gà chấm sốt mayonaise =)))) thấy sốt mayo của McDonald's béo vừa phải, ko quá chua. Phục vụ ở đây nhanh lẹ hơn mà cũng tươi tắn hơn so vs bên Thảo Điền. Nên dù nhà mình ở Q2 vẫn thích chạy lên đây ăn"
39,McDonald's Đa Kao,Trinh,https://www.foody.vn/thanh-vien/halenteejay,2.6,15/09/2019 ,Thái độ phục vụ,"Nhân viên ở đây cố tình ăn chặn tương ớt & cà mang về của khách,
mua đúng 3 lần không bao giờ bỏ gói tương ớt hoặc cà vào

Mẹ mình hôm trước mua dùm mình xin thêm 1 gói tương ớt nhất định không cho, bảo đổi bịch tương cà lấy ớt cũng khó chịu hằn học, nói là có rồi lấy gì nữa

Đề nghị quản lý xem xét kỹ lại nhân viên,

mình sống ở nc ngoài 6 năm, lúc nào mua MC mang về cũng dc 2 bịch cà, 2 bịch ớt ( xin thêm bao giờ ng ta cũng cho niềm nở ) vậy mà về việt nam cắt xén như vậy"
40,McDonald's Đa Kao,Phương Uyên,https://www.foody.vn/thanh-vien/baby_zenda,8.4,07/08/2019 ,Gà khá ngon.,"Mình đi 3 đứa, order 1 phần 20 miếng Nuggests ăn xong còn chưa đã chưa no, order thêm 1 phần nữa là vừa đủ bụng luôn nha 😅
Nuggest vừa chiên xong còn nóng hổi, vỏ ngoài giòn giòn, thịt vẫn mềm không bị khô cứng, chiên vừa chín tới nên màu sắc tươi đều, thơm ngào ngạt, ăn rất ghiền luôn! 🤤
Mình thích Mc Donald vì có nhiều sốt ăn không bị ngán. Riêng phần Nuggest này còn được thêm 3 hộp sốt (2 loại khác, không có trên quầy sốt đâu). Mình thấy 1 loại ngon, 1 loại không ngon.
Buồn mỗi điều giá cả hơi mắc, nhiều khi thích lắm mà không nỡ đi ăn nhiều. Nhưng vì là thương hiệu nổi tiếng nên đành chịu vậy 😂😂"
41,McDonald's Đa Kao,Nga Linh,https://www.foody.vn/thanh-vien/rn.nhinguyen,9.0,14/07/2019 ,McDonald's - Đa Kao,"🍗 Sau những lần lui tới tại đây m đã tìm được “khung giờ vàng” để luôn có thể thưởng thức những miếng gà tươi ngon và khoai tây ướp muối chiên sợi giòn tan thơm nức.

🥯Mình rất thích hamburger ở Mcdonal’s, bánh mềm, bùi, càng nhai càng thơm không như ở những quán ăn nhanh khác.

🍦Và không khi nào mình rời khỏi McDonald’s với cây kem trên tay hehe"
42,McDonald's Đa Kao,foodee_57u7ilqq,https://www.foody.vn/thanh-vien/foodee_57u7ilqq,1.0,03/07/2019 ,Không gian rộng đẹp.,"Lần trước mình mua 1 combo giá rất cao qua grabfood trong đó ghi là có 1 lon pepsi.
Khi anh giao hàng tới đưa anh cũng ko nói gì. Lúc kiểm tra thấy thiếu mình gọi dt hỏi thì anh đó nói họ kêu đã hết cái chương trình có lon pepsi đó ? ! Có gì đánh giá nhà hàng đó chứ ảnh ko biết . Mình cũng lười nên thôi.
Oh vậy tại sao để có pepsi khi ngta mua thì nói ko có là thế nào ? Lừa đảo à ? 1 lần nên thôi mình ko nói

👉🏻Hôm nay mình đặt phần 6 miếng gà nuggest + bánh khoai tây + cf sữa đá 69k.
👉🏻Nhưng anh grab gọi mình nói họ nói là chỉ có NƯỚC NGỌT thôi KO CÓ CÀ PHÊ . Wtf ?? Lần trc 1 lần rồi lần này nữa thì chắc chắn là lừa đảo rồi. Nhưng mình đói quá kêu ok đại đi anh. Măc cười là sao nhân viên ko gọi ?

Trong khi phần 6 miếng thôi là 45k, mình bỏ thêm tiền để mua cái có cf sữa mà cuối cùng nó cho ly nước ngọt bé xíu , lừa đảo trắng trợn, tính ra cái bánh khoai tây bé xíu + ly nc be xíu 24k ?? Wtf mình đâu có nhu cầu mất tiền vô duyên vậy.
*cái giảm 40k là mình phải bỏ ra 890 điểm để mua ko liên quan. Mấy cái mã km của mình là do mình mua nhiều tích tem với mình lên hạng bạch kim rồi.

Mc donals hình thức gói hàng xinh xắn nhưng chất lượng ko tốt lắm đâu mà giá cao, đồ ăn thì nhìn nó cứ mini chút xíu, lần trc mình ăn gà ở trong bị đen đen.
Và thêm cái kiểu lừa đảo này thật ko thể chấp nhận được.

**anh giao hàng mới tới đưa cho mình ảnh nói quán này làm mất dạy lắm thiếu gì chỗ ăn gì chỗ này, ảnh chứng kiến mấy anh grab kia phải gọi điện hỏi liên tục gì đó ảnh kể mình ko hiểu lắm đại khái quán này lừa đảo làm ăn mất dạy nha !
Treo đầu dê bán thịt chó

Nhớ hồi trước mình đi ăn ở chi nhánh nguyễn huệ 2 phần cơm gà hết 200k mà cái miếng gà trong hình nó ko giống ở ngoài , ở ngoài cánh gà nhỏ như cánh chim, 2 đứa mình ăn lúc đó chửi thầm thôi rồi cạch luôn. Mãi sau này lên grabfood bí quá xài mã km rồi ăn đại. Lâu lâu mình ko biết ăn gì thì bị vậy đây.

Bt ăn gì ok mình sẽ ko lên đây khen đâu tại mình ko có cần điểm hay gì hết lúc nào rảnh mình mới khen, chỉ cái nào ko tốt mìn mới nói chứ ko fai mình toàn đi chê đâu. Dịch vụ tệ quá mà mất tiền thì phải lên nói cho mọi ng biết đường tránh .

+ Bánh Khoai Tây : mình vừa ăn xong review luôn bánh dở tệ nha !!!’ Má ơi xài 890 điểm grab tiếc đứt ruột , nếu vậy tui mua cái phần 45k ko có bị lừa ly cf ấy, -40k khuyến mãi tui mua + 15k ship = 20k chăc đỡ tức hơn.

ĐỒ LỪA ĐẢO
#luadao #mcdonals #dichvukem"
43,McDonald's Đa Kao,Anh,https://www.foody.vn/thanh-vien/foodee_4jt3zy0u,4.2,15/06/2019 ,McDonald's - Đa Kao,"Hôm nay mình đi ăn ở đây, đồ ăn thì ổn không nói đến. Cái chính là cách nói chuyện của bạn nữ đưa đồ ăn. Chuyện là mình cũng mua rồi đợi đến số thứ tự để nhận thức ăn thì lúc đó có nghe giọng một bạn nữ gọi số của mình, thì mình mới đến nhận, xong lúc đến một bạn nữ ất ơ nào đó cầm bill của mình rồi nói chuyện với cái thái độ rất là kém sang và cợt nhả như đang đùa đùa và khiến mình rất khó chịu. Cầm bill mình lên rồi hỏi ""ủa chị đâu có đọc số này, nãy tới giờ chưa có đọc số này nha"" liên tục cái vẻ mặt như đang đùa rồi lủi đi đâu mà nhìn mặt mình chả có mẹ gì là đang đùa luôn :))? Sau đó có một chị khác đem phần đồ ăn của mình ra. Ủa vậy đâu phải mình nghe nhầm? Nãy giờ người khác đọc số xong tự nhiên có mẹ nào ất ơ chui ra bảo chưa hề đọc là sao? Mình không đánh đồng tất cả nhân viên ở đây vì có người rất chuyên nghiệp và lịch sự nhưng không hiểu sao nhân viên mà nói chuyện cợt nhã như thế hay tại vì thấy mình nhỏ? Thà nói ""bạn ơi mình chưa đọc đến số này"" nghe nó phải lọt tai không? Cứ đứng nói con mẹ gì ""nãy giờ không có đọc luôn đó không có đọc nha"" ơ bộ em đang đùa với chị hả? Đi ăn uống có trả tiền đàng hoàng mà gặp con mẹ thế này no ngang!"
44,McDonald's Đa Kao,Viet Nguyen,https://www.foody.vn/thanh-vien/cv71990,8.6,13/05/2019 ,Ngon nhưng ăn xong đau bụng,Từ khi Mc về VN mình đã chuyển từ KFC qua Mc. Thật sự bên đây gà khá ngon. Da gà dòn và thơm. Thịt gà thì mền thấm vị không bị khô. Khoai tây ở đây khá ngon. Ở đây còn có nhiều loại nước chấm. Có cả mayonnaise mù tạc vàng nữa. Latte ở đây khá ngon. Cũng phải mgang hoặc hơn starbuck.
45,McDonald's Đa Kao,Binh An Nguyen,https://www.foody.vn/thanh-vien/binhannguyen85,9.2,12/03/2019 ,Đặt ba món sai hết hai món,"Hôm tết có combo Thịnh Vượng, burger có sốt ngon quá trời quá đất, sau Tết không thấy bán nữa. Đề nghị mang combo quay lại thôi nè."
